chos,aalScore
-0.6049612321733969,0.0864133268501992
-1.1778544185686546,0.3080093101862199
-0.9608783677260461,0.5908833578108493
0.20345985157443178,0.2042702398679321
-0.072350251771881,0.2515772958214964
2.761840516772379,0.9940485732697028
2.4049359399262187,0.8895548932301381
0.5984563902202862,0.3217074203425834
0.25515947199102657,0.20523173774471312
0.1131520361944012,0.045708735240346875
-0.0041223132234520145,0.2684779421793469
-3.988520891930091,0.1686519295173463
0.34665115533713925,0.16085453498117025
-1.0004088178237196,0.18725947820916267
0.674777857266916,0.39813534559624525
-0.28185666639484525,0.19868092284577843
-0.35491508409124123,0.033272882512588454
-1.442296968083662,0.1461003568601718
-4.282708536712518,0.07868152697369675
-0.1822041387099556,0.1270288720268718
-0.3276703357574258,0.3630909421179819
-0.06876709895705617,0.3261680590271492
0.18934708733176303,0.3701684772778251
-0.5112032363296904,0.2595114123551521
0.8941965425875583,0.6873546061191304
0.34267448090058616,0.26566136625620146
0.04752296739321498,0.17758046372464828
0.13789115630145193,0.44990836660308736
0.16116545560007664,0.3901755572652061
-0.0887701075544317,0.27332754712536933
0.6129079117912768,0.3602021753695874
-0.07716263629997015,0.28202615308702156
1.6552494312898947,0.38703363211152103
-2.5631075552363947,0.09011223939051792
3.444723024842857e-05,0.23936637205457287
1.0216901659938828,0.3866545948144654
0.25360122705927723,0.29085947223296343
-0.14454425504105406,0.1771116452442018
-0.3228846298803452,0.2914851324240691
-0.15447350586107922,0.13164712189871272
0.13944702890304675,0.30034013585748404
0.7493137994404689,0.42733677784369534
0.9551161273335926,0.5867630455010662
0.7811212033759469,0.6851452786027556
-0.6870150032138079,0.4131963642962874
0.47240229930663374,0.2619735234990868
2.888013015460245,0.8921298068839026
0.6919449331888798,0.5687056182816
0.3463520929634186,0.2876601989478283
-1.2296573877777297,0.27869777279590624
0.7202973026049083,0.3500393939213943
-0.01785567812157108,0.22594026345671958
0.03528775035848827,0.5352687916134659
0.3697181397208138,0.3834203417661072
-0.7422991077593725,0.26312906161204563
2.3769432077083232,0.4797587117006886
0.16658856429952815,0.21069782118418012
-0.4007909304213121,0.30118873791641765
2.6374791592184303,0.4269965598293377
0.23620878635033538,0.3813126733772148
0.19282613787975797,0.3375893973507367
-0.2531893360901034,0.3502176675058284
0.7078285025789439,0.3638245422387916
-0.013469001901008143,0.30140769626325586
0.07481395077332953,0.138509067518212
-0.5176527447709877,0.45673575353211876
2.888013015460245,0.5706222018659927
0.9891062916063543,0.5277000982233707
-0.089254601095185,0.5637857550995847
2.941143237700279,0.853182079679187
0.7947028875678811,0.25319122381163756
-0.0963801346579707,0.21737327950779334
0.4782783439193732,0.44179125328311564
-0.4209648501344216,0.2733326935707157
0.6058461624985209,0.8918489771656692
0.1131520361944012,0.2835448089968322
2.8958341580854654,0.9242261961038946
-0.24068981740766315,0.3029955379373524
-0.10998725301433589,0.10064790823836911
-1.380743410031333,0.2020934127262974
0.2863473457219525,0.342199848892137
0.21658461572177617,0.2684899062777491
0.33424467356320225,0.40074892393934125
1.9887726064600548,0.5156478588185963
0.68649471239655,0.39328693265962894
0.47240229930663374,0.21093881665393818
0.6004034726707814,0.22338395109113282
0.3463520929634186,0.3717316979464397
0.06823891394558196,0.39436789364806946
0.09194027629309448,0.31047542415549007
0.012808287112670664,0.3087195036373167
0.34941129615077354,0.2222978588828374
0.14130264659055014,0.27222782427398134
0.18738561037084325,0.1075425076806612
0.07951781568546387,0.24215527420637734
0.3463520929634186,0.7816224867502639
0.15850523620350904,0.04563857827347204
0.23581472136722792,0.25589401181024257
0.4782783439193732,0.272091611971312
-0.4768650474855877,0.3306134710201818
0.12300016202068355,0.21406947736051085
0.46336654487083284,0.2638647672845818
0.08043417873433392,0.33819870263682367
-0.02780264863887564,0.3397793932463733
0.4782783439193732,0.4125090544255853
-0.0660075230855702,0.3273425026079582
0.08764541347736891,0.21669393767758108
-0.166150819992853,0.2411892665333104
-0.12555166656409697,0.25927064358133944
-1.3751998765212154,0.21238042522255413
-0.3947185799164402,0.14057286697091206
-0.1727744513522417,0.27738128862237593
0.5112359188800646,0.407571303321409
-0.6520741562197784,0.18048629059636306
0.20070631767537683,0.30828338472279476
0.08043417873433392,0.11798971639187332
-3.2627528258400758,0.3957399084664247
0.20070631767537683,0.3951461621181694
0.34357067507049116,0.3014211350993849
0.8456695957961274,0.4092939068175511
-0.28185666639484525,0.3155534602160285
0.32083970736206485,0.4016599777327338
-0.6049612321733969,0.2701347151665353
0.20017378312632714,0.3814214420483182
0.004740661590497221,0.3250334363275326
-0.24398086131761815,0.3417036638543864
