aalScore,score
0.017820671679405212,-2.591796875
0.006218021951697268,-5.48828125
0.021801783705269126,-4.25390625
0.00933772108902318,-4.1484375
0.004766082404474058,-4.0234375
0.024652467235500124,-2.439453125
0.0013106225813923707,-4.26171875
0.007893526996633378,-4.82421875
0.004004870640229868,-6.09375
0.01156347807961875,-4.32421875
0.012379765678498302,-3.58203125
0.008394446205458426,-4.171875
0.008425191543908417,-3.8984375
0.004067582021833987,-5.06640625
0.002949930671425822,-3.87890625
0.010583869071932012,-3.166015625
0.0018968518546269174,-4.83984375
0.007802131437858389,-3.255859375
0.0033725139347786847,-3.06640625
0.020776761805167885,-2.001953125
0.01135830226092889,-4.25
0.006327521192420965,-5.421875
0.011140744483515937,-6.375
0.016348605292487956,-4.10546875
0.006984041916607404,-2.98828125
0.0035301808145097972,-4.63671875
0.007973916413617296,-4.26171875
0.003486534817236195,-1.80859375
0.0033522687888567293,-3.30859375
0.007203879866539353,-5.14453125
0.010600195562937094,-3.2578125
0.006589093733531563,-3.298828125
0.01158262238833359,-3.869140625
0.014912694919966768,-3.431640625
0.010610521705900752,-3.166015625
0.007598615520613826,-5.15234375
0.028144812838422167,-4.2890625
0.005615710653804907,-5.93359375
0.018672978634677054,-4.46484375
0.014051939184187644,-4.5078125
0.0048288660395221,-5.60546875
0.007880291985958961,-5.15625
0.009409429596799955,-5.484375
0.005606948720465162,-4.4140625
0.007055539843618272,-5.2890625
0.006795642365765815,-4.46875
0.006757850127243349,-4.69140625
0.013325900362714523,-2.669921875
0.006794568715239072,-6.28515625
0.004552916849233834,-5.55078125
0.007407025961332315,-4.203125
0.0031193212282465558,-4.49609375
0.02032109448024196,-6.23046875
0.009396061423848035,-1.8359375
0.0035079720814391413,-3.423828125
0.00471074835368204,-5.1328125
0.015724241508492255,-4.7734375
0.01786443772764672,-3.310546875
0.004926219678452921,-2.4140625
0.010316663277062555,-5.484375
0.0022732056479546005,-4.8984375
0.004584291972654749,-3.404296875
0.012840572892003766,-3.708984375
0.006971970655686419,-5.734375
0.005342701373577645,-5.953125
0.01795184884187261,-4.93359375
0.008681217929038528,-3.291015625
0.00619871072677024,-5.2890625
0.006348774371298194,-4.1953125
0.0021953683365979466,-3.71484375
0.00864725633571323,-1.849609375
0.011302647019644741,-3.703125
0.0032439534947411937,-4.34765625
0.0032228957659157036,-4.44140625
0.010876195840465572,-4.828125
0.014405059397898417,-3.189453125
0.010110559991271266,-4.30859375
0.00596273372226011,-3.783203125
0.02006586600109298,-5.1796875
0.004529649213893731,-5.41015625
0.011995366965263552,-6.0
0.007921705065395985,-5.671875
0.013651225409326133,-3.525390625
0.004632219966125254,-4.29296875
0.0034706134889460213,-5.9296875
0.011876362139754314,-4.98828125
0.0034746237552398273,-4.3828125
0.0055494676682341535,-2.90625
0.014134704432465992,-4.30859375
0.004677461557867027,-3.76171875
0.0028388565787953774,-4.31640625
0.008305787168389315,-5.5078125
0.0047026017175454795,-4.546875
0.006044000005967489,-4.69921875
0.015268241999428944,-2.376953125
0.01453090576321026,-5.4140625
0.010440737803793485,-3.728515625
0.017139761697328892,-2.73046875
0.003557431617170781,-4.50390625
0.0018348377509524833,-5.06640625
0.008390335849775445,-3.73046875
0.014533086133681962,-6.27734375
0.010135003320789251,-4.47265625
0.0026728791660661686,-5.3671875
0.010512042790043905,-3.7890625
0.008555368602559366,-2.82421875
0.001572235821415684,-2.51953125
0.0014765313164050063,-4.890625
0.025282966493910566,-0.59033203125
0.030556029074599714,-3.4296875
0.013474839221471562,-2.66015625
0.015734616315435143,-5.42578125
0.002753284907094565,-2.47265625
0.007036010225287247,-4.5234375
0.020732004106183453,-4.6796875
0.00659890189951113,-5.890625
0.006412046902299786,-4.74609375
0.01368435953112574,-3.814453125
0.01029034020987376,-3.19140625
0.014303845224249774,-5.25390625
0.008019255931370142,-4.484375
0.004518470860268484,-5.18359375
0.006450704491536282,-5.9921875
0.0077480521852638555,-3.3984375
0.00630741950820722,-5.03125
0.003950934079919858,-3.3125
0.0018849296616562674,-2.07421875
0.0023459922330108483,-4.015625
0.004438680118757161,-4.05078125
0.006074310426433988,-4.91796875
0.0037650947587787877,-4.0078125
0.013259103734112187,-5.46875
0.00791115668465489,-5.3359375
0.003153739840407115,-4.08203125
0.008803195724697859,-4.91796875
0.005578097554584367,-3.38671875
0.008227826668557536,-3.310546875
0.01724875132962146,-5.41796875
0.005088701280784991,-4.27734375
0.012227736981958982,-3.31640625
0.0031448701077463684,-4.375
0.0020781849435939003,-6.0625
0.005592047138275525,-4.6796875
0.0046332158369192895,-3.84765625
0.006081781742617096,-3.326171875
0.007439943085172439,-2.8828125
0.007141871388947783,-5.32421875
0.007112716563289235,-3.9765625
0.0059360917076718015,-5.0390625
0.004962454177286572,-3.744140625
0.005300037516528193,-4.53125
0.003708904014662224,-4.015625
0.006150994163850649,-3.060546875
0.011546610542904973,-3.3828125
0.005729913805151834,-3.876953125
0.00822813815710587,-5.28125
0.006788484342388294,-4.3203125
0.010972135076852069,-3.93359375
0.004191039232966655,-4.9296875
0.005671949669978478,-4.640625
0.0029726131163758905,-4.93359375
0.0020490405491182767,-5.52734375
