aalScore,score
0.017820671679405212,-16.134536743164062
0.006218021951697268,-23.8363037109375
0.021801783705269126,-14.331222534179688
0.00933772108902318,-21.212493896484375
0.004766082404474058,-21.972091674804688
0.024652467235500124,-18.5048828125
0.0013106225813923707,-14.011322021484375
0.007893526996633378,-23.179443359375
0.004004870640229868,-19.57293701171875
0.01156347807961875,-22.198562622070312
0.012379765678498302,-20.648941040039062
0.008394446205458426,-22.28717041015625
0.008425191543908417,-13.845458984375
0.004067582021833987,-13.868133544921875
0.002949930671425822,-21.960723876953125
0.010583869071932012,-19.6412353515625
0.0018968518546269174,-11.02410888671875
0.007802131437858389,-18.023757934570312
0.0033725139347786847,-17.77606201171875
0.020776761805167885,-20.915252685546875
0.01135830226092889,-15.334060668945312
0.006327521192420965,-19.715164184570312
0.011140744483515937,-22.074432373046875
0.016348605292487956,-18.54132080078125
0.006984041916607404,-22.122604370117188
0.0035301808145097972,-17.580047607421875
0.007973916413617296,-21.869003295898438
0.003486534817236195,-15.919357299804688
0.0033522687888567293,-16.448471069335938
0.007203879866539353,-27.619430541992188
0.010600195562937094,-18.293975830078125
0.006589093733531563,-23.30133056640625
0.01158262238833359,-21.90045166015625
0.014912694919966768,-16.006851196289062
0.010610521705900752,-17.905136108398438
0.007598615520613826,-24.731475830078125
0.028144812838422167,-16.59161376953125
0.005615710653804907,-23.87823486328125
0.018672978634677054,-18.664382934570312
0.014051939184187644,-18.785858154296875
0.0048288660395221,-23.806549072265625
0.007880291985958961,-25.172576904296875
0.009409429596799955,-20.699310302734375
0.005606948720465162,-22.60345458984375
0.007055539843618272,-19.653961181640625
0.006795642365765815,-18.151031494140625
0.006757850127243349,-15.712570190429688
0.013325900362714523,-20.377975463867188
0.006794568715239072,-22.002182006835938
0.004552916849233834,-21.752182006835938
0.007407025961332315,-18.978469848632812
0.0031193212282465558,-12.924560546875
0.02032109448024196,-19.792068481445312
0.009396061423848035,-17.3345947265625
0.0035079720814391413,-21.67034912109375
0.00471074835368204,-20.634613037109375
0.015724241508492255,-20.112594604492188
0.01786443772764672,-21.193984985351562
0.004926219678452921,-18.966445922851562
0.010316663277062555,-22.883941650390625
0.0022732056479546005,-16.066604614257812
